date_time,rentals,casual,registered,temp_c,feels_like_c,humidity,windspeed,weather,is_holiday,is_workingday
2011-01-04 10:00:00,42,5,37,-0.48,-7.0,69.0,22.0,misty,0,1
2011-01-04 11:00:00,57,7,50,2.34,-2.0,51.0,20.0,clear,0,1
2011-01-04 12:00:00,78,12,66,2.34,-1.0,51.0,11.0,clear,0,1
2011-01-04 13:00:00,97,18,79,3.28,-1.0,56.0,13.0,clear,0,1
2011-01-04 14:00:00,63,9,54,4.22,1.0,52.0,15.0,clear,0,1
2011-01-04 15:00:00,65,17,48,5.16,2.0,52.0,17.0,clear,0,1
2011-01-04 16:00:00,83,15,68,6.1,3.0,49.0,17.0,clear,0,1
2011-01-04 17:00:00,212,10,202,5.16,2.0,48.0,15.0,clear,0,1
2011-01-04 18:00:00,182,3,179,4.22,1.0,48.0,13.0,clear,0,1
2011-01-04 19:00:00,112,2,110,3.28,1.0,48.0,7.0,clear,0,1
2011-01-04 20:00:00,54,1,53,3.28,1.0,48.0,7.0,clear,0,1
2011-01-04 21:00:00,48,0,48,2.34,2.0,64.0,0.0,clear,0,1
2011-01-04 22:00:00,35,1,34,2.34,1.0,64.0,6.0,clear,0,1
2011-01-04 23:00:00,11,2,9,1.4,-1.0,69.0,6.0,clear,0,1
2011-01-05 00:00:00,6,0,6,1.4,1.0,64.0,0.0,clear,0,1
2011-01-05 01:00:00,6,0,6,-0.48,-3.0,74.0,6.0,clear,0,1
2011-01-05 02:00:00,2,0,2,-0.48,-3.0,74.0,6.0,clear,0,1
2011-01-05 04:00:00,2,0,2,3.28,-1.0,48.0,15.0,clear,0,1
2011-01-05 05:00:00,3,0,3,2.34,-1.0,47.0,11.0,clear,0,1
2011-01-05 06:00:00,33,0,33,1.4,-3.0,47.0,15.0,clear,0,1
2011-01-05 07:00:00,88,1,87,0.46,-4.0,43.0,13.0,clear,0,1
2011-01-05 08:00:00,195,3,192,1.4,-4.0,40.0,20.0,clear,0,1
2011-01-05 09:00:00,115,6,109,2.34,-3.0,37.0,22.0,clear,0,1
2011-01-05 10:00:00,57,4,53,2.34,-3.0,37.0,22.0,clear,0,1
2011-01-05 11:00:00,46,12,34,4.22,-1.0,33.0,22.0,clear,0,1
2011-01-05 12:00:00,79,5,74,4.22,-1.0,33.0,22.0,clear,0,1
2011-01-05 13:00:00,71,6,65,5.16,1.0,30.0,20.0,clear,0,1
2011-01-05 14:00:00,62,10,52,6.1,3.0,28.0,13.0,clear,0,1
2011-01-05 15:00:00,62,7,55,6.1,3.0,28.0,13.0,clear,0,1
2011-01-05 16:00:00,89,4,85,6.1,5.0,28.0,6.0,clear,0,1
2011-01-05 17:00:00,190,4,186,3.28,-1.0,38.0,13.0,clear,0,1
2011-01-05 18:00:00,169,3,166,3.28,-0.0,38.0,9.0,clear,0,1
2011-01-05 19:00:00,132,5,127,3.28,1.0,38.0,7.0,clear,0,1
2011-01-05 20:00:00,89,7,82,2.34,-1.0,47.0,11.0,clear,0,1
2011-01-05 21:00:00,43,3,40,1.4,-3.0,51.0,13.0,clear,0,1
2011-01-05 22:00:00,42,1,41,0.46,-3.0,55.0,9.0,clear,0,1
2011-01-05 23:00:00,19,1,18,1.4,1.0,47.0,0.0,clear,0,1
2011-01-06 00:00:00,11,0,11,0.46,-0.0,55.0,0.0,clear,0,1
2011-01-06 01:00:00,4,0,4,-0.48,-1.0,64.0,0.0,clear,0,1
2011-01-06 02:00:00,2,0,2,-0.48,-1.0,64.0,0.0,clear,0,1
2011-01-06 04:00:00,1,0,1,-0.48,-3.0,64.0,6.0,misty,0,1
2011-01-06 05:00:00,4,0,4,-1.42,-4.0,69.0,6.0,misty,0,1
2011-01-06 06:00:00,36,0,36,-1.42,-5.0,63.0,7.0,misty,0,1
2011-01-06 07:00:00,95,0,95,-0.48,-1.0,59.0,0.0,misty,0,1
2011-01-06 08:00:00,219,3,216,-0.48,-1.0,59.0,0.0,clear,0,1
2011-01-06 09:00:00,122,6,116,0.46,-0.0,51.0,0.0,misty,0,1
2011-01-06 10:00:00,45,3,42,1.4,1.0,47.0,0.0,clear,0,1
2011-01-06 11:00:00,59,2,57,2.34,1.0,44.0,6.0,clear,0,1
2011-01-06 12:00:00,84,6,78,4.22,3.0,35.0,0.0,clear,0,1
2011-01-06 13:00:00,67,12,55,4.22,2.0,35.0,7.0,clear,0,1
2011-01-06 14:00:00,70,11,59,5.16,2.0,36.0,11.0,clear,0,1
2011-01-06 15:00:00,62,8,54,5.16,2.0,36.0,0.0,clear,0,1
2011-01-06 16:00:00,86,12,74,4.22,1.0,38.0,11.0,clear,0,1
2011-01-06 17:00:00,172,9,163,2.34,-1.0,51.0,11.0,clear,0,1
2011-01-06 18:00:00,163,5,158,2.34,-1.0,51.0,9.0,clear,0,1
2011-01-06 19:00:00,112,3,109,2.34,1.0,55.0,6.0,clear,0,1
2011-01-06 20:00:00,69,3,66,1.4,-2.0,51.0,11.0,clear,0,1
2011-01-06 21:00:00,48,0,48,2.34,-2.0,55.0,15.0,misty,0,1
2011-01-06 22:00:00,52,1,51,2.34,-2.0,51.0,19.0,misty,0,1
2011-01-06 23:00:00,23,4,19,1.4,-3.0,59.0,13.0,misty,0,1
2011-01-07 00:00:00,17,4,13,1.4,-3.0,64.0,13.0,misty,0,1
2011-01-07 01:00:00,7,2,5,1.4,-3.0,69.0,15.0,misty,0,1
2011-01-07 02:00:00,1,0,1,1.4,-3.0,69.0,15.0,misty,0,1
2011-01-07 04:00:00,1,0,1,1.4,-2.0,69.0,9.0,misty,0,1
2011-01-07 05:00:00,5,0,5,2.34,2.0,55.0,0.0,light_rain_snow,0,1
2011-01-07 06:00:00,34,8,26,1.4,1.0,69.0,0.0,misty,0,1
2011-01-07 07:00:00,84,8,76,1.4,-2.0,69.0,9.0,clear,0,1
2011-01-07 08:00:00,210,20,190,1.4,-3.0,51.0,17.0,clear,0,1
2011-01-07 09:00:00,134,9,125,1.4,-4.0,47.0,20.0,clear,0,1
2011-01-07 10:00:00,63,16,47,2.34,-3.0,37.0,22.0,clear,0,1
2011-01-07 11:00:00,67,19,48,1.4,-3.0,40.0,15.0,misty,0,1
2011-01-07 12:00:00,59,9,50,1.4,-3.0,37.0,17.0,misty,0,1
2011-01-07 13:00:00,73,9,64,1.4,-4.0,37.0,19.0,misty,0,1
2011-01-07 14:00:00,50,7,43,1.4,-3.0,40.0,17.0,misty,0,1
2011-01-07 15:00:00,72,9,63,1.4,-2.0,37.0,11.0,misty,0,1
2011-01-07 16:00:00,87,5,82,1.4,-2.0,37.0,11.0,misty,0,1
2011-01-07 17:00:00,187,9,178,1.4,1.0,37.0,0.0,misty,0,1
2011-01-07 18:00:00,123,7,116,1.4,-1.0,40.0,6.0,clear,0,1
2011-01-07 19:00:00,95,3,92,-0.48,-3.0,55.0,6.0,clear,0,1
2011-01-07 20:00:00,51,1,50,0.46,-2.0,47.0,7.0,clear,0,1
2011-01-07 21:00:00,39,0,39,0.46,-3.0,47.0,9.0,clear,0,1
2011-01-07 22:00:00,36,2,34,0.46,-3.0,43.0,11.0,misty,0,1
2011-01-07 23:00:00,15,1,14,0.46,-3.0,51.0,11.0,misty,0,1
2011-01-08 00:00:00,25,1,24,0.46,-3.0,51.0,11.0,misty,0,0
2011-01-08 01:00:00,16,1,15,0.46,-2.0,55.0,6.0,misty,0,0
2011-01-08 02:00:00,16,3,13,0.46,-0.0,55.0,0.0,misty,0,0
2011-01-08 03:00:00,7,0,7,0.46,-3.0,55.0,11.0,light_rain_snow,0,0
2011-01-08 04:00:00,1,0,1,0.46,-3.0,55.0,11.0,light_rain_snow,0,0
2011-01-08 05:00:00,5,0,5,-0.48,-5.0,74.0,11.0,misty,0,0
2011-01-08 06:00:00,2,0,2,-0.48,-5.0,74.0,11.0,misty,0,0
2011-01-08 07:00:00,9,1,8,-0.48,-4.0,74.0,7.0,misty,0,0
2011-01-08 08:00:00,15,0,15,-0.48,-4.0,93.0,7.0,light_rain_snow,0,0
2011-01-08 09:00:00,20,0,20,-0.48,-4.0,93.0,7.0,light_rain_snow,0,0
2011-01-08 10:00:00,61,5,56,0.46,-3.0,80.0,11.0,misty,0,0
2011-01-08 11:00:00,62,2,60,1.4,-4.0,69.0,26.0,misty,0,0
2011-01-08 12:00:00,98,8,90,1.4,-4.0,59.0,24.0,misty,0,0
2011-01-08 13:00:00,102,7,95,1.4,-4.0,44.0,22.0,clear,0,0
2011-01-08 14:00:00,95,12,83,1.4,-5.0,32.0,33.0,clear,0,0
2011-01-08 15:00:00,74,5,69,1.4,-5.0,32.0,30.0,clear,0,0
2011-01-08 16:00:00,76,8,68,0.46,-7.0,29.0,30.0,clear,0,0
2011-01-08 17:00:00,69,5,64,-0.48,-8.0,37.0,37.0,clear,0,0
2011-01-08 18:00:00,55,3,52,-1.42,-8.0,39.0,20.0,clear,0,0
2011-01-08 19:00:00,30,4,26,-1.42,-8.0,36.0,17.0,clear,0,0
2011-01-08 20:00:00,28,0,28,-2.36,-8.0,36.0,17.0,clear,0,0
2011-01-08 21:00:00,37,2,35,-2.36,-9.0,39.0,24.0,clear,0,0
2011-01-08 22:00:00,34,1,33,-2.36,-9.0,36.0,26.0,clear,0,0
2011-01-08 23:00:00,22,0,22,-3.3,-12.0,39.0,30.0,clear,0,0
2011-01-09 00:00:00,25,1,24,-3.3,-11.0,42.0,26.0,clear,0,0
2011-01-09 01:00:00,12,0,12,-3.3,-12.0,42.0,31.0,clear,0,0
2011-01-09 02:00:00,11,0,11,-3.3,-12.0,46.0,31.0,clear,0,0
2011-01-09 03:00:00,4,0,4,-3.3,-11.0,46.0,28.0,clear,0,0
2011-01-09 04:00:00,1,0,1,-4.24,-10.0,53.0,13.0,clear,0,0
2011-01-09 05:00:00,1,0,1,-4.24,-10.0,53.0,13.0,clear,0,0
2011-01-09 06:00:00,1,0,1,-3.3,-10.0,49.0,19.0,clear,0,0
2011-01-09 07:00:00,6,1,5,-4.24,-10.0,53.0,13.0,clear,0,0
2011-01-09 08:00:00,10,0,10,-3.3,-10.0,49.0,19.0,clear,0,0
2011-01-09 09:00:00,19,0,19,-2.36,-11.0,46.0,35.0,clear,0,0
2011-01-09 10:00:00,49,0,49,-1.42,-9.0,43.0,26.0,clear,0,0
2011-01-09 11:00:00,49,2,47,-0.48,-8.0,40.0,35.0,clear,0,0
2011-01-09 12:00:00,83,4,79,0.46,-7.0,37.0,30.0,clear,0,0
2011-01-09 13:00:00,75,6,69,1.4,-5.0,34.0,30.0,clear,0,0
2011-01-09 14:00:00,72,8,64,2.34,-4.0,32.0,31.0,clear,0,0
2011-01-09 15:00:00,82,5,77,2.34,-3.0,35.0,24.0,clear,0,0
2011-01-09 16:00:00,92,13,79,1.4,-5.0,34.0,30.0,clear,0,0
2011-01-09 17:00:00,62,3,59,0.46,-6.0,37.0,26.0,clear,0,0
2011-01-09 18:00:00,48,4,44,-0.48,-7.0,40.0,22.0,clear,0,0
2011-01-09 19:00:00,41,1,40,-0.48,-7.0,43.0,22.0,clear,0,0
2011-01-09 20:00:00,38,0,38,-1.42,-8.0,46.0,17.0,clear,0,0
2011-01-09 21:00:00,20,1,19,-1.42,-9.0,46.0,28.0,clear,0,0
2011-01-09 22:00:00,15,5,10,-1.42,-8.0,46.0,20.0,clear,0,0
2011-01-09 23:00:00,6,0,6,-2.36,-7.0,50.0,13.0,clear,0,0
2011-01-10 00:00:00,5,2,3,-2.36,-8.0,50.0,19.0,clear,0,1
2011-01-10 01:00:00,1,1,0,-2.36,-8.0,50.0,19.0,clear,0,1
2011-01-10 02:00:00,3,0,3,-2.36,-8.0,50.0,15.0,clear,0,1
2011-01-10 03:00:00,1,0,1,-2.36,-8.0,50.0,15.0,clear,0,1
2011-01-10 04:00:00,3,1,2,-3.3,-8.0,54.0,9.0,clear,0,1
2011-01-10 05:00:00,3,0,3,-3.3,-9.0,54.0,17.0,clear,0,1
2011-01-10 06:00:00,31,0,31,-2.36,-8.0,50.0,19.0,clear,0,1
2011-01-10 07:00:00,77,2,75,-2.36,-8.0,50.0,15.0,clear,0,1
2011-01-10 08:00:00,188,4,184,-2.36,-8.0,50.0,19.0,misty,0,1
2011-01-10 09:00:00,94,2,92,-1.42,-8.0,50.0,17.0,misty,0,1
2011-01-10 10:00:00,31,0,31,-1.42,-8.0,50.0,20.0,misty,0,1
2011-01-10 11:00:00,30,2,28,-0.48,-7.0,47.0,19.0,misty,0,1
2011-01-10 12:00:00,52,5,47,1.4,-4.0,40.0,19.0,misty,0,1
2011-01-10 13:00:00,54,4,50,1.4,-4.0,40.0,19.0,misty,0,1
2011-01-10 14:00:00,47,0,47,1.4,-3.0,40.0,15.0,misty,0,1
2011-01-10 15:00:00,45,2,43,1.4,-3.0,40.0,15.0,misty,0,1
2011-01-10 16:00:00,74,4,70,1.4,-2.0,40.0,9.0,clear,0,1
2011-01-10 17:00:00,178,4,174,1.4,-1.0,40.0,7.0,clear,0,1
2011-01-10 18:00:00,155,1,154,1.4,-3.0,40.0,15.0,clear,0,1
2011-01-10 19:00:00,95,3,92,-0.48,-5.0,47.0,11.0,clear,0,1
2011-01-10 20:00:00,74,1,73,-0.48,-5.0,50.0,11.0,clear,0,1
2011-01-10 21:00:00,38,1,37,-1.42,-7.0,59.0,13.0,clear,0,1
2011-01-10 22:00:00,24,2,22,-1.42,-6.0,59.0,11.0,clear,0,1
2011-01-10 23:00:00,18,0,18,-1.42,-6.0,59.0,11.0,clear,0,1
2011-01-11 00:00:00,12,2,10,-1.42,-5.0,59.0,7.0,clear,0,1
2011-01-11 01:00:00,3,0,3,-1.42,-6.0,59.0,11.0,clear,0,1
2011-01-11 02:00:00,3,0,3,-0.48,-6.0,55.0,13.0,misty,0,1
2011-01-11 05:00:00,6,0,6,-0.48,-4.0,55.0,9.0,misty,0,1
2011-01-11 06:00:00,27,0,27,-0.48,-4.0,55.0,9.0,misty,0,1
2011-01-11 07:00:00,99,2,97,-0.48,-1.0,55.0,0.0,misty,0,1
2011-01-11 08:00:00,217,3,214,0.46,-2.0,51.0,6.0,misty,0,1
2011-01-11 09:00:00,130,3,127,0.46,-3.0,51.0,11.0,misty,0,1
2011-01-11 10:00:00,54,3,51,1.4,-2.0,51.0,11.0,misty,0,1
2011-01-11 11:00:00,35,4,31,1.4,-2.0,47.0,9.0,misty,0,1
2011-01-11 12:00:00,57,2,55,1.4,-1.0,51.0,7.0,misty,0,1
2011-01-11 13:00:00,52,6,46,1.4,-1.0,59.0,6.0,misty,0,1
2011-01-11 14:00:00,63,3,60,1.4,-1.0,59.0,6.0,misty,0,1
2011-01-11 15:00:00,47,2,45,-0.48,-3.0,80.0,6.0,misty,0,1
2011-01-11 16:00:00,76,4,72,-0.48,-6.0,86.0,15.0,misty,0,1
2011-01-11 17:00:00,136,6,130,-0.48,-6.0,86.0,15.0,misty,0,1
2011-01-11 18:00:00,95,1,94,-0.48,-4.0,93.0,7.0,light_rain_snow,0,1
2011-01-11 19:00:00,51,0,51,-0.48,-1.0,93.0,0.0,light_rain_snow,0,1
2011-01-11 20:00:00,32,0,32,-0.48,-6.0,93.0,13.0,light_rain_snow,0,1
2011-01-11 21:00:00,20,0,20,-0.48,-3.0,86.0,6.0,light_rain_snow,0,1
2011-01-11 22:00:00,29,1,28,-0.48,-4.0,93.0,7.0,light_rain_snow,0,1
2011-01-11 23:00:00,19,1,18,-0.48,-3.0,93.0,6.0,light_rain_snow,0,1
2011-01-12 00:00:00,7,0,7,-0.48,-3.0,86.0,6.0,misty,0,1
2011-01-12 01:00:00,6,0,6,-0.48,-4.0,86.0,7.0,misty,0,1
2011-01-12 02:00:00,1,0,1,-1.42,-6.0,86.0,9.0,clear,0,1
2011-01-12 05:00:00,5,0,5,-1.42,-6.0,86.0,11.0,clear,0,1
2011-01-12 06:00:00,16,0,16,-2.36,-6.0,93.0,9.0,clear,0,1
2011-01-12 07:00:00,54,0,54,-1.42,-6.0,69.0,9.0,clear,0,1
2011-01-12 08:00:00,128,3,125,-0.48,-5.0,59.0,11.0,clear,0,1
2011-01-12 09:00:00,81,3,78,-0.48,-7.0,59.0,22.0,clear,0,1
2011-01-12 10:00:00,39,0,39,0.46,-4.0,55.0,15.0,clear,0,1
2011-01-12 11:00:00,35,3,32,1.4,-4.0,51.0,26.0,clear,0,1
2011-01-12 12:00:00,55,3,52,1.4,-6.0,47.0,39.0,clear,0,1
2011-01-12 13:00:00,49,0,49,2.34,-3.0,44.0,24.0,clear,0,1
2011-01-12 14:00:00,44,0,44,1.4,-4.0,47.0,22.0,clear,0,1
2011-01-12 15:00:00,49,1,48,1.4,-5.0,47.0,28.0,clear,0,1
2011-01-12 16:00:00,68,5,63,2.34,-3.0,44.0,22.0,clear,0,1
2011-01-12 17:00:00,139,0,139,1.4,-4.0,47.0,24.0,clear,0,1
2011-01-12 18:00:00,137,2,135,1.4,-6.0,47.0,35.0,clear,0,1
2011-01-12 19:00:00,83,1,82,0.46,-6.0,47.0,28.0,clear,0,1
2011-01-12 20:00:00,56,2,54,-0.48,-7.0,50.0,22.0,clear,0,1
2011-01-12 21:00:00,57,0,57,-0.48,-7.0,55.0,22.0,clear,0,1
2011-01-12 22:00:00,33,1,32,-0.48,-8.0,55.0,30.0,clear,0,1
2011-01-12 23:00:00,20,1,19,-1.42,-9.0,59.0,28.0,clear,0,1
2011-01-13 00:00:00,7,1,6,-1.42,-8.0,59.0,19.0,clear,0,1
2011-01-13 01:00:00,2,0,2,-1.42,-8.0,50.0,19.0,clear,0,1
2011-01-13 02:00:00,2,0,2,-1.42,-8.0,50.0,24.0,clear,0,1
2011-01-13 03:00:00,3,0,3,-1.42,-8.0,50.0,22.0,clear,0,1
2011-01-13 04:00:00,4,0,4,-1.42,-8.0,50.0,17.0,clear,0,1
2011-01-13 05:00:00,3,0,3,-1.42,-8.0,50.0,20.0,clear,0,1
2011-01-13 06:00:00,28,0,28,-2.36,-6.0,54.0,9.0,clear,0,1
2011-01-13 07:00:00,72,0,72,-2.36,-6.0,54.0,9.0,clear,0,1
2011-01-13 08:00:00,202,5,197,-1.42,-7.0,50.0,13.0,clear,0,1
2011-01-13 09:00:00,139,2,137,-1.42,-8.0,50.0,22.0,clear,0,1
2011-01-13 10:00:00,38,2,36,-0.48,-7.0,50.0,24.0,misty,0,1
2011-01-13 11:00:00,37,4,33,1.4,-5.0,44.0,30.0,misty,0,1
2011-01-13 12:00:00,52,3,49,1.4,-5.0,44.0,28.0,clear,0,1
2011-01-13 13:00:00,83,2,81,2.34,-3.0,41.0,30.0,clear,0,1
2011-01-13 14:00:00,42,3,39,2.34,-3.0,41.0,26.0,clear,0,1
2011-01-13 15:00:00,60,5,55,3.28,-2.0,38.0,20.0,clear,0,1
2011-01-13 16:00:00,78,2,76,3.28,-2.0,38.0,24.0,clear,0,1
2011-01-13 17:00:00,162,4,158,1.4,-4.0,40.0,19.0,clear,0,1
2011-01-13 18:00:00,144,3,141,1.4,-4.0,40.0,22.0,clear,0,1
2011-01-13 19:00:00,99,1,98,-0.48,-6.0,47.0,17.0,clear,0,1
2011-01-13 20:00:00,64,0,64,-0.48,-6.0,47.0,15.0,clear,0,1
2011-01-13 21:00:00,40,0,40,-1.42,-8.0,46.0,20.0,clear,0,1
2011-01-13 22:00:00,30,0,30,-1.42,-8.0,46.0,22.0,clear,0,1
2011-01-13 23:00:00,15,1,14,-2.36,-7.0,50.0,13.0,clear,0,1
2011-01-14 00:00:00,14,0,14,-2.36,-7.0,50.0,13.0,clear,0,1
2011-01-14 01:00:00,5,0,5,-3.3,-8.0,54.0,11.0,clear,0,1
2011-01-14 02:00:00,1,0,1,-3.3,-8.0,54.0,9.0,clear,0,1
2011-01-14 03:00:00,1,0,1,-3.3,-7.0,54.0,7.0,clear,0,1
2011-01-14 05:00:00,8,0,8,-3.3,-7.0,54.0,6.0,clear,0,1
2011-01-14 06:00:00,17,0,17,-3.3,-4.0,54.0,0.0,clear,0,1
2011-01-14 07:00:00,70,0,70,-3.3,-8.0,74.0,11.0,clear,0,1
2011-01-14 08:00:00,158,2,156,-2.36,-5.0,68.0,0.0,clear,0,1
2011-01-14 09:00:00,117,0,117,-1.42,-6.0,69.0,9.0,clear,0,1
2011-01-14 10:00:00,44,4,40,0.46,-4.0,55.0,13.0,clear,0,1
2011-01-14 11:00:00,53,6,47,0.46,-5.0,51.0,19.0,clear,0,1
2011-01-14 12:00:00,61,2,59,1.4,-3.0,44.0,17.0,clear,0,1
2011-01-14 13:00:00,77,4,73,2.34,-3.0,37.0,26.0,clear,0,1
2011-01-14 14:00:00,64,5,59,2.34,-2.0,41.0,19.0,clear,0,1
2011-01-14 15:00:00,68,9,59,3.28,-0.0,38.0,11.0,clear,0,1
2011-01-14 16:00:00,90,3,87,2.34,-0.0,41.0,7.0,clear,0,1
2011-01-14 17:00:00,159,4,155,2.34,-1.0,41.0,11.0,clear,0,1
2011-01-14 18:00:00,139,5,134,1.4,1.0,47.0,0.0,clear,0,1
